label,expected_ramp,ok,correct,is_ramp,beatmap_set_id,beatmap_id,artist,title,creator,version,audit_status,ramp_family,segment_count,detected_family,score,reasons_json,best_run_length,best_run_bpm_span,best_run_duration_s,best_run_linear_r2,best_run_p90_gap_s,best_run_jumpiness,parse_seconds,detect_seconds,total_seconds,resolved_beatmap_path,error
true_ramp_pass,True,True,True,True,768338,1615905,monet,Noborenai Sakamichi,Herkkupala,The Hill And The Sunflowers,pass,stepped_ramp,10,stepped_ramp,123.69556209078014,"[""long_continuous_monotonic_ramp""]",9,81.99999998986667,16.089,0.5005867740787217,4.186099999999999,0.2857142857142857,0.0006852500082459301,0.000411916000302881,0.001101957997889258,dataset/0/768338/monet - Noborenai Sakamichi (Herkkupala) [The Hill And The Sunflowers].osu,
true_ramp_pass,True,True,True,True,867026,1812562,Camellia feat. Nanahira,Konran Shoujo Soflan-chan!!,Jakads,GRAVITY,pass,linear_ramp,81,linear_ramp,250.78878421069447,"[""long_continuous_monotonic_ramp""]",14,135.00000000000023,22.026,0.8900218569367081,2.93,0.2857142857142857,0.0005828749999636784,0.002269832999445498,0.0028580420039361343,dataset/0/867026/Camellia feat. Nanahira - Konran Shoujo Soflan-chan!! (Jakads) [GRAVITY].osu,
true_ramp_pass,True,True,True,True,911470,1902611,Terminal 11,Adcar,Gekido-,Challenge,pass,linear_ramp,18,linear_ramp,224.1041728033718,"[""long_continuous_monotonic_ramp""]",17,115.17999993791386,5.542,0.9876511330399831,0.446,0.0,0.0005241660110186785,0.0003716670034918934,0.0008992080111056566,dataset/0/911470/Terminal 11 - Adcar (Gekido-) [Challenge].osu,
true_ramp_pass,True,True,True,True,971561,2039384,antiPLUR,Runengon,Raveille,Lenfried's Insane,pass,stepped_ramp,20,stepped_ramp,379.74291558888814,"[""long_continuous_monotonic_ramp""]",19,141.9999999999999,14.412,0.8419515350903439,0.9333,0.0,0.0005060830008005723,0.0004137920041102916,0.0009234169992851093,dataset/0/971561/antiPLUR - Runengon (Raveille) [Lenfried's Insane].osu,
true_ramp_pass,True,True,True,True,973932,3027391,hapi,THE MEDLEY OF POKEMON RGBY+GSC -3PBs-,Roasted Chicken,Journey of a Lifetime,pass,stepped_ramp,61,stepped_ramp,173.9877090788818,"[""long_continuous_monotonic_ramp""]",23,84.0,30.953,0.784885908924672,2.768000000000002,0.0,0.0025242080009775236,0.002296124992426485,0.0048270839906763285,dataset/0/973932/hapi - THE MEDLEY OF POKEMON RGBY+GSC -3PBs- (Roasted Chicken) [Journey of a Lifetime].osu,
true_ramp_pass,True,True,True,True,976366,2043589,tokiwa,Memoirs feat. Aitsuki Nakuru,_Kobii,Agy's 4K Reminiscence,pass,stepped_ramp,49,stepped_ramp,262.32755428989606,"[""long_continuous_monotonic_ramp""]",16,108.99999999999989,10.908,0.7938369239349004,1.4436,0.0,0.0006090829992899671,0.002969749999465421,0.0035829999978886917,dataset/0/976366/tokiwa - Memoirs feat. Aitsuki Nakuru (_Kobii) [Agy's 4K Reminiscence].osu,
true_ramp_pass,True,True,True,True,1078388,2256446,dat file records,SSuuiikoott!!,Draftnell,Funkot is God,pass,linear_ramp,14,linear_ramp,213.10920878762673,"[""long_continuous_monotonic_ramp""]",8,105.00000000000074,17.471,0.944503789320037,2.8938,0.0,0.0005107920005684718,0.0006470000080298632,0.0011612499947659671,dataset/0/1078388/dat file records - SSuuiikoott!! (Draftnell) [Funkot is God].osu,
true_ramp_pass,True,True,True,True,1242120,2598596,Team Grimoire vs. Laur,Grievous Lady -nothing is but what is not-,Remilistrasza,Disillusionment,pass,stepped_ramp,25,stepped_ramp,182.48412222076533,"[""long_continuous_monotonic_ramp""]",10,122.00000000000003,7.295,0.680502414084176,1.2462,0.2857142857142857,0.0011235830024816096,0.0010374580015195534,0.0021651250135619193,dataset/0/1242120/Team Grimoire vs. Laur - Grievous Lady -nothing is but what is not- (Remilistrasza) [Disillusionment].osu,
true_ramp_pass,True,True,True,True,1282584,2663884,Wednesday Campanella,Shakushain,Penguinosity,Shakushaku,pass,linear_ramp,35,linear_ramp,539.6654656132583,"[""long_continuous_monotonic_ramp""]",33,271.50000000000114,4.748,0.916242917577913,0.22910000000000003,0.0,0.0005215000128373504,0.0006789159961044788,0.001204250002047047,dataset/0/1282584/WEDNESDAY CAMPANELLA - Shakushain (Penguinosity) [Shakushaku].osu,
true_ramp_pass,True,True,True,True,1301878,2700256,Fleshgod Apocalypse,The Fool,Mipha-,Tyrant,pass,linear_ramp,20,linear_ramp,192.75148763647266,"[""long_continuous_monotonic_ramp""]",10,159.99999999999977,4.455,0.9281649394577927,0.8312,0.0,0.0006584999937331304,0.000694750007824041,0.0013575000048149377,dataset/0/1301878/Fleshgod Apocalypse - The Fool (Mipha-) [Tyrant].osu,
true_ramp_pass,True,True,True,True,1377628,2847100,Risshuu feat. Choko,Take,LNP-,Beyond,pass,stepped_ramp,47,stepped_ramp,324.404184862761,"[""long_continuous_monotonic_ramp""]",9,200.00000000000088,10.842,0.7592216923828301,2.5627999999999993,0.125,0.0004552080063149333,0.0017569170013302937,0.0022164159890962765,dataset/0/1377628/Risshuu feat. Choko - Take (LNP-) [Beyond].osu,
true_ramp_pass,True,True,True,True,1388481,2867552,Camellia,M1LLI0N PP,DannyPX,12 MAN C011A8,pass,stepped_ramp,27,stepped_ramp,269.2164272282302,"[""long_continuous_monotonic_ramp""]",18,104.00000000000051,77.316,0.8334014751412984,7.018,0.0,0.0010137909994227812,0.0006282079993980005,0.0016457919991808012,dataset/0/1388481/Camellia - M1LLI0N PP (DannyPX) [12 MAN C011A8].osu,
true_ramp_pass,True,True,True,True,1397914,2884634,ReoNa,Seimeisen,Hoto Cocoa,Lifeline beyond the borderline,pass,stepped_ramp,9,stepped_ramp,161.50171091217788,"[""long_continuous_monotonic_ramp""]",8,98.00000000000009,11.937,0.5833774867313923,3.967800000000003,0.0,0.00024900000425986946,0.0002659580059116706,0.0005186249909456819,dataset/0/1397914/ReoNa - Seimeisen (Hoto Cocoa) [Lifeline Beyond the Borderline].osu,
true_ramp_pass,True,True,True,True,1462798,3004962,hanzaki,Your Soulmate -Undertale first anniversary medley-,FLeVI,Determination,pass,linear_ramp,212,linear_ramp,272.0064130712151,"[""long_continuous_monotonic_ramp""]",16,145.00000000000043,9.838,0.8621422755676716,1.1587999999999998,0.0,0.003257875010604039,0.01061537500936538,0.0138814590027323,dataset/0/1462798/hanzaki - Your Soulmate -Undertale first anniversary medley- (FLeVI) [Determination].osu,
true_ramp_pass,True,True,True,True,1477789,3031881,Camellia,"* Erm, could it be a Spatiotemporal ShockWAVE Syndrome...?",Dubstek,YABAI,pass,linear_ramp,59,linear_ramp,411.77555606504217,"[""long_continuous_monotonic_ramp""]",10,208.9999999999996,7.648,0.9764489597178192,1.2276000000000005,0.1111111111111111,0.001684249989921227,0.0034852499957196414,0.005175167010747828,"dataset/0/1477789/Camellia -  Erm, could it be a Spatiotemporal ShockWAVE Syndrome... (Dubstek) [Yabai].osu",
true_ramp_pass,True,True,True,True,1488593,3071589,Kaoru feat. Kohaku,To i,AHHHHHHHHHHHHHH,Seekin g,pass,linear_ramp,115,linear_ramp,213.2568195418505,"[""long_continuous_monotonic_ramp""]",12,105.5,23.995,0.9470746330590191,2.4,0.09090909090909091,0.0005987080076010898,0.006338916995446198,0.006941792002180591,dataset/0/1488593/Kaoru feat. Kohaku - To i (AHHHHHHHHHHHHHH) [Seekin g].osu,
true_ramp_pass,True,True,True,True,1558101,3182825,-.- --- .-. .- .. ..,Hanshoku-ki (Cut Ver.),-mint-,Elekton's 4K Infatuation,pass,linear_ramp,21,linear_ramp,289.3504530497843,"[""long_continuous_monotonic_ramp""]",19,114.0,7.07,0.9862963228745014,0.5945,0.0,0.00040629200520925224,0.0004537499917205423,0.0008663749904371798,dataset/0/1558101/-.- --- .-. .- .. .. - Hanshoku-ki (Cut Ver.) (-mint-) [Elekton's 4K Infatuation].osu,
true_ramp_pass,True,True,True,True,1569527,3205077,SUPER MWC KART,Purple Palace,-mint-,Rainbow Road Revolution,pass,linear_ramp,33,linear_ramp,264.8234905894568,"[""long_continuous_monotonic_ramp""]",8,139.99999999999972,16.657,0.9439346280887271,3.0384,0.2857142857142857,0.0011459170054877177,0.001113958001951687,0.0022637910005869344,dataset/0/1569527/SUPER MWC KART - Purple Palace (-mint-) [Rainbow Road Revolution].osu,
true_ramp_pass,True,True,True,True,1587252,3241755,TJ.hangneil,Apollo,Ryu Sei,Classified,pass,linear_ramp,16,linear_ramp,294.6344035894428,"[""long_continuous_monotonic_ramp""]",8,138.99999999999977,13.521,0.9411738109167526,3.416,0.14285714285714285,0.0005990829959046096,0.0004951660084770992,0.0010980420047417283,dataset/0/1587252/TJ.hangneil - Apollo (Ryu Sei) [Classified].osu,
true_ramp_pass,True,True,True,True,1620414,3308535,"Camellia as ""Bang Riot""","Blastix Riotz (""Fullblast"" Long ver.)",Penguinosity,FIERCE RESOLUTION,pass,stepped_ramp,12,stepped_ramp,279.1982158738925,"[""long_continuous_monotonic_ramp""]",11,146.5,40.209,0.6115771053270467,9.389899999999997,0.125,0.0007175829960033298,0.00034179099020548165,0.0010632920020725578,dataset/0/1620414/Camellia as Bang Riot - Blastix Riotz (Fullblast Long ver.) (Penguinosity) [FIERCE RESOLUTION].osu,
true_ramp_pass,True,True,True,True,1637454,3542447,aran & Kobaryo,Hageshi Konoyoru -Psylent Crazy Night-,Fawcro32,Expert,pass,stepped_ramp,13,stepped_ramp,413.31814152527215,"[""long_continuous_monotonic_ramp""]",9,200.0,23.344,0.8291815677911082,9.9198,0.125,0.00048091699136421084,0.0006514169945148751,0.0011361659999238327,dataset/0/1637454/aran & Kobaryo - Hageshi Konoyoru -Psylent Crazy Night- (Fawcro32) [Expert].osu,
true_ramp_pass,True,True,True,True,1645643,3359120,garlagan,What You Really Want,epic man 2,Desire (Expert),pass,stepped_ramp,24,stepped_ramp,177.94682121985582,"[""long_continuous_monotonic_ramp""]",10,100.00000000000011,19.589,0.7543387651188131,3.660000000000002,0.0,0.0004564580012811348,0.0014900000096531585,0.0019499999907566234,dataset/0/1645643/garlagan - What You Really Want (epic man 2) [Desire (Expert)].osu,
true_ramp_pass,True,True,True,True,1671903,3799889,Hommarju,Slluuddggee,CrewK,hedoro (cursed),pass,linear_ramp,38,linear_ramp,262.8068442665144,"[""long_continuous_monotonic_ramp""]",19,90.99999999999974,12.205,0.9400564068685766,1.2633,0.0,0.00038779199530836195,0.000869958006660454,0.0012616659951163456,dataset/0/1671903/Hommarju - slluuddggee (CrewK) [hedoro (cursed)].osu,
true_ramp_pass,True,True,True,True,1719946,3928900,Camellia,KillerToy,Wildcard_Chase,Wind Up,pass,linear_ramp,44,linear_ramp,360.72918444286944,"[""long_continuous_monotonic_ramp""]",19,160.00000000000003,21.252,0.9130997102538989,1.2056,0.0,0.0033224170038010925,0.0023032909957692027,0.005629416002193466,dataset/0/1719946/Camellia - KillerToy (Wildcard_Chase) [Wind Up].osu,
true_ramp_pass,True,True,True,True,1756972,3595522,ReeK,SUPER SEX DELIVERY 2 - ENTER THE CUM ZONE,Ryax,YOUR CUM WON'T LAST,pass,linear_ramp,20,linear_ramp,1278.2049463737512,"[""long_continuous_monotonic_ramp""]",18,724.0000000000005,5.199,0.8942453321244049,0.362,0.058823529411764705,0.0007859999896027148,0.0005007500003557652,0.0012903750030091032,dataset/0/1756972/ReeK - SUPER SEX DELIVERY 2 - ENTER THE CUM ZONE (Ryax) [YOUR CUM WON'T LAST].osu,
true_ramp_pass,True,True,True,True,1771125,3625703,Festa,Lemuria,ArtZone,Atlantis,pass,curved_or_exponential_ramp,19,curved_or_exponential_ramp,148.02285418372261,"[""long_continuous_monotonic_ramp""]",11,89.00000000000016,17.649,0.4488535327458215,4.8062,0.0,0.00041283300379291177,0.0009062919998541474,0.0013247080059954897,dataset/0/1771125/Festa - Lemuria (ArtZone) [Atlantis].osu,
true_ramp_pass,True,True,True,True,1790685,3669324,xi feat. Sta,Tiferet,gogozzzx,Extra,pass,linear_ramp,58,linear_ramp,109.48540657772368,"[""long_continuous_monotonic_ramp""]",11,89.00000000000016,4.2,0.974060845671558,0.5372,0.0,0.0005592500092461705,0.006197167007485405,0.006794750006520189,dataset/0/1790685/xi feat. Sta - Tiferet (gogozzzx) [Extra].osu,
true_ramp_pass,True,True,True,True,1800224,3690636,LeaF,Aleph-0 (extended ver.),Antipole,Absolute Zero,pass,linear_ramp,360,linear_ramp,918.635034984886,"[""long_continuous_monotonic_ramp""]",200,198.9999999999999,43.611,0.9915917733377453,0.27220000000000005,0.0,0.004003624999313615,0.005658292007865384,0.009674041997641325,dataset/0/1800224/LeaF - Aleph-0 (extended ver.) (Antipole) [Absolute Zero].osu,
true_ramp_pass,True,True,True,True,1802547,3776567,Frums,Thinker Walker Dreamer Scatter,Dubstek,Pest,pass,linear_ramp,43,linear_ramp,150.22009415592572,"[""long_continuous_monotonic_ramp""]",9,115.00000000000028,20.502,0.8553607034480852,5.2943999999999996,0.0,0.001385750001645647,0.0025018750020535663,0.003900750001776032,dataset/0/1802547/Frums - Thinker Walker Dreamer Scatter (Dubstek) [Pest].osu,
true_ramp_pass,True,True,True,True,1835578,3768526,Camellia,Flash Me Back,ZirconEscalus,Temporal Anomaly,pass,stepped_ramp,13,stepped_ramp,176.52324292797394,"[""long_continuous_monotonic_ramp""]",11,83.99999999999982,14.018,0.7511859937036759,2.9420999999999995,0.0,0.0010215839865850285,0.0007575000054202974,0.0017880829982459545,dataset/0/1835578/Camellia - Flash Me Back (ZirconEscalus) [Temporal Anomaly].osu,
true_ramp_pass,True,True,True,True,1845223,3790445,Camellia ChouKisouGengakutai,Subete ga Maboroshi ni Natta Ato de,Lami-,EXCEED,pass,stepped_ramp,15,stepped_ramp,174.16976012017088,"[""long_continuous_monotonic_ramp""]",9,92.0,22.316,0.7036406835978851,6.303,0.16666666666666666,0.00039037500391714275,0.0008349580020876601,0.0012302499962970614,dataset/0/1845223/Camellia ChouKisouGengakutai - Subete ga Maboroshi ni Natta Ato de (Lami-) [EXCEED].osu,
true_ramp_pass,True,True,True,True,1852057,3805385,Camellia feat. Nanahira & Koko,Toho-Assisted-Speedrun!!!,FAMoss,Lunatic-Beyond-Faster!!!,pass,stepped_ramp,26,stepped_ramp,419.57643699051545,"[""long_continuous_monotonic_ramp""]",8,244.99999999999994,21.388,0.6323637126431659,7.999800000000007,0.14285714285714285,0.0007432919956045225,0.0010487920080777258,0.0017984159931074828,dataset/0/1852057/Camellia feat. Nanahira & Koko - Toho-Assisted-Speedrun!!! (FAMoss) [Lunatic-Beyond-Faster!!!].osu,
true_ramp_pass,True,True,True,True,1867776,3855884,Rish feat. Choko,Waaa,YuEast 2018,:bring_everyone_together:,pass,stepped_ramp,12,stepped_ramp,149.34547542800286,"[""long_continuous_monotonic_ramp""]",8,170.0,10.475,0.5827828742690191,3.6000000000000023,0.6,0.00039575000118929893,0.0005141250003362074,0.0009146249940386042,dataset/0/1867776/Rish feat. Choko - Waaa (YuEast 2018) [bring_everyone_together].osu,
true_ramp_pass,True,True,True,True,1878322,3866394,Yu-Peng Chen @HOYO-MiX,Swirls of the Stream,datoujia,Glissumeru,pass,linear_ramp,27,linear_ramp,69.47648960741562,"[""long_continuous_monotonic_ramp""]",10,162.00000000000017,43.145,0.8511122944235343,13.036200000000003,1.0,0.0008185830083675683,0.001995208003791049,0.0028228330047568306,dataset/0/1878322/Yu-Peng Chen @HOYO-MiX - Swirls of the Stream (datoujia) [Glissumeru].osu,
true_ramp_pass,True,True,True,True,1882252,3875186,Camellia,Z:iRNiTRA,Chandelure,This is a fight you cannot win.,pass,linear_ramp,76,linear_ramp,474.18097065916345,"[""long_continuous_monotonic_ramp""]",17,240.00000000000023,6.453,0.9895135596819116,0.8065,0.0,0.0013636660005431622,0.002540707995649427,0.003913791995728388,dataset/0/1882252/Camellia - ZiRNiTRA (Chandelure) [This is a fight you cannot win.].osu,
true_ramp_pass,True,True,True,True,1932508,3992756,Team Grimoire vs. Laur,Grievous Lady -nothing is but what is not-,cherrychou,Nihility,pass,stepped_ramp,25,stepped_ramp,182.48412222076533,"[""long_continuous_monotonic_ramp""]",10,122.00000000000003,7.295,0.680502414084176,1.2462,0.2857142857142857,0.0008315000013681129,0.0011215840058866888,0.0019602499960456043,dataset/0/1932508/Team Grimoire vs. Laur - Grievous Lady -nothing is but what is not- (cherrychou) [Nihility].osu,
true_ramp_pass,True,True,True,True,1946487,4027097,Hommarju,Slluuddggee,ShibePlanet,Slliimmee,pass,linear_ramp,38,linear_ramp,262.80486180040435,"[""long_continuous_monotonic_ramp""]",19,90.99999999999974,12.204,0.9400442866589588,1.2633,0.0,0.000384374987334013,0.0007502500084228814,0.0011397920025046915,dataset/0/1946487/Hommarju - Slluuddggee (ShibePlanet) [Slliimmee].osu,
true_ramp_pass,True,True,True,True,1975192,4099367,easynam,silly 300bpm thing,Niko_Plays,Extra,pass,linear_ramp,14,linear_ramp,571.023178196374,"[""long_continuous_monotonic_ramp""]",13,238.19999999999948,7.506,0.9969539877912992,0.9022000000000001,0.0,0.00035695800033863634,0.00032774999272078276,0.0006887080089654773,dataset/0/1975192/easynam - silly 300bpm thing (Niko_Plays) [Extra].osu,
true_ramp_pass,True,True,True,True,1996989,4150526,Yuyoyuppe feat. Natsuki Karin,SICK -Yanderu EP-,Salty Mermaid,Silent Desperation,pass,curved_or_exponential_ramp,120,curved_or_exponential_ramp,1461.4728797167645,"[""long_continuous_monotonic_ramp""]",63,600.0000000000002,22.352,0.4485834122761131,0.18,0.0,0.002208290999988094,0.004760583004099317,0.006987417000345886,dataset/0/1996989/Yuyoyuppe feat. Natsuki Karin - SICK -Yanderu EP- (Salty Mermaid) [Silent Desperation].osu,
true_ramp_pass,True,True,True,True,2045174,4268981,DM Ashura,deltaMAX,Niko_Plays,Extra,pass,linear_ramp,474,linear_ramp,2826.973378438929,"[""long_continuous_monotonic_ramp""]",473,471.9949999999975,113.891,0.9535281838184568,0.40770000000000006,0.0,0.001808417000574991,0.006188790997839533,0.008012624995899387,dataset/0/2045174/DM Ashura - deltaMAX (Niko_Plays) [Extra].osu,
true_ramp_pass,True,True,True,True,2056650,4297775,ShinRa-Bansho,"Mugen Shitto Gekijou ""666""",[TCD] Murasss,Jealousy Playhouse,pass,stepped_ramp,67,stepped_ramp,209.40665135003715,"[""long_continuous_monotonic_ramp""]",10,115.34999999999975,7.83,0.8024853764150308,1.0714000000000001,0.1111111111111111,0.0008563339943066239,0.0035270830121589825,0.0043912499968428165,dataset/0/2056650/ShinRa-Bansho - Mugen Shitto Gekijou 666 ([TCD] Murasss) [Jealousy Playhouse].osu,
true_ramp_pass,True,True,True,True,2101873,4409471,X JAPAN,Kurenai,Alptraum,Crying in deep red,pass,stepped_ramp,854,stepped_ramp,81.21225099307095,"[""long_continuous_monotonic_ramp""]",8,90.33999997589689,10.137,0.8349870033678486,3.292200000000002,0.14285714285714285,0.003985917006502859,0.07702716698986478,0.08102237498678733,dataset/0/2101873/X JAPAN - Kurenai (Alptraum) [Crying in deep red].osu,
true_ramp_pass,True,True,True,True,2103722,4413953,Ichiko Aoba,IMPERIAL SMOKE TOWN,Disguise,Hide her away - - Hide us away,pass,stepped_ramp,687,stepped_ramp,105.31383141470931,"[""long_continuous_monotonic_ramp""]",8,111.00589976642553,5.863,0.6126401983292478,1.4598000000000004,0.2857142857142857,0.002339792001293972,0.04711508299806155,0.04946412501158193,dataset/0/2103722/Ichiko Aoba - IMPERIAL SMOKE TOWN (Disguise) [Hide her away - - Hide us away].osu,
true_ramp_pass,True,True,True,True,2105011,4623126,sasakure.UK x TJ.hangneil,raputa (Game Ver.),DivineJudas,MASTER,pass,linear_ramp,20,linear_ramp,153.13090826348866,"[""long_continuous_monotonic_ramp""]",11,108.99999999999952,13.338,0.9101805620838024,1.7702,0.0,0.0006992499984335154,0.0007490419957321137,0.001452249998692423,dataset/0/2105011/sasakure.UK x TJ.hangneil - raputa (Game Ver.) (DivineJudas) [MASTER].osu,
true_ramp_pass,True,True,True,True,2114541,4440091,JVKE,this is what space feels like (Cut Ver.),-[ Peachy ]-,Space,pass,linear_ramp,17,linear_ramp,1067.7038437437575,"[""long_continuous_monotonic_ramp""]",11,498.0000000000007,7.101,0.9533915050325683,1.0361999999999998,0.0,0.0011803749948740005,0.0005582089943345636,0.0017422079981770366,dataset/0/2114541/JVKE - this is what space feels like (Cut Ver.) (-[ Peachy ]-) [Space].osu,
true_ramp_pass,True,True,True,True,2139451,4502702,Sakuzyo,Poem of Rapture,Carpihat,Gedicht der Entrueckung // 4K,pass,stepped_ramp,252,stepped_ramp,383.6896426006281,"[""long_continuous_monotonic_ramp""]",13,274.0136314671451,6.369,0.6617222834714089,0.6541,0.08333333333333333,0.0010892920108744875,0.019785459007835016,0.020885916004772298,dataset/0/2139451/sakuzyo - Poem of Rapture (Carpihat) [Gedicht der Entrueckung  4K].osu,
true_ramp_pass,True,True,True,True,2155034,4542047,jizue,rosso (Live at Kyoto Concert Hall 2019.10.19),Paraxia,among rose blossoms,pass,linear_ramp,923,linear_ramp,113.43407850592094,"[""long_continuous_monotonic_ramp""]",11,100.30099989153447,4.934,0.9769729585933217,0.6356999999999999,0.0,0.0034827080089598894,0.08817512501263991,0.09166725000250153,dataset/0/2155034/jizue - rosso (Live at Kyoto Concert Hall 2019.10.19) (Paraxia) [among rose blossoms].osu,
true_ramp_pass,True,True,True,True,2223694,4715511,Yuta Imai vs. Qlarabelle,ALTER EGO,Murumoo,Eternal,pass,stepped_ramp,14,stepped_ramp,199.329720210997,"[""long_continuous_monotonic_ramp""]",13,93.0001440001695,11.311,0.6869271476178411,0.5418000000000001,0.0,0.0005448340089060366,0.0004192080086795613,0.000967707994277589,dataset/0/2223694/Yuta Imai vs. Qlarabelle - ALTER EGO (Murumoo) [Eternal].osu,
true_ramp_pass,True,True,True,True,2224358,4717454,Feuerschwanz,Seemannsliebe,Carpihat,Seemannsgarn,pass,linear_ramp,21,linear_ramp,340.94822064211985,"[""long_continuous_monotonic_ramp""]",19,115.99999999999929,24.758,0.9895634463196913,1.7311,0.0,0.0004948330024490133,0.0004931250005029142,0.0009914169932017103,dataset/0/2224358/Feuerschwanz - Seemannsliebe (Carpihat) [Seemannsgarn].osu,
true_ramp_pass,True,True,True,True,2283870,4870736,Designant,Designant.,Murumoo,Infinity,pass,stepped_ramp,72,stepped_ramp,1066.7700398978163,"[""long_continuous_monotonic_ramp""]",51,310.0000449999775,48.412,0.8195591001632004,2.7574000000000005,0.0,0.0006619579944526777,0.0014865830016788095,0.0021530000085476786,dataset/0/2283870/Designant - Designant. (Murumoo) [Infinity].osu,
true_ramp_pass,True,True,True,True,2293949,4898531,Camellia,Operation: Zenithfall,[TCD]SnowyCutie,Final Rhythm Showdown,pass,stepped_ramp,10,stepped_ramp,162.38898095213236,"[""long_continuous_monotonic_ramp""]",8,104.35000000000025,12.21,0.6613114757140424,3.9912000000000014,0.3333333333333333,0.0009761249966686592,0.00040366699977312237,0.001383708993671462,dataset/0/2293949/Camellia - Operation Zenithfall ([TCD]SnowyCutie) [Final Rhythm Showdown].osu,
