beatmap_set_id,title,artist,version,audit_status,ramp_family,real_ramp_score,best_run_length,best_run_start_bpm,best_run_end_bpm,best_run_bpm_span,best_run_duration_s,best_run_linear_r2,best_run_p90_gap_s,best_run_max_gap_s,best_run_jumpiness,group_unique_bpm_count,resolved_beatmap_path,audit_reasons
1282584,Shakushain,Wednesday Campanella,Shakushaku,pass,linear_ramp,539.6654656132583,33,116.99999999999994,388.5000000000011,271.50000000000114,4.748,0.916242917577913,0.22910000000000003,0.256,0.05524861878453225,34,dataset/0/1282584/WEDNESDAY CAMPANELLA - Shakushain (Penguinosity) [Shakushaku].osu,['long_continuous_monotonic_ramp']
1882252,Z:iRNiTRA,Camellia,This is a fight you cannot win.,pass,linear_ramp,474.18097065916345,17,130.00000000000017,370.0000000000004,240.00000000000023,6.453,0.9895135596819116,0.8065,1.0,0.12916666666666773,52,dataset/0/1882252/Camellia - ZiRNiTRA (Chandelure) [This is a fight you cannot win.].osu,['long_continuous_monotonic_ramp']
494345,Lunatic Rough Party!!,Camellia,Inspire,pass,linear_ramp,393.8777722505812,8,400.0,60.0,340.0,24.956199999999995,0.9338824351140054,8.437880000000005,19.2002,0.5882352941176471,19,dataset/0/494345/Camellia - Lunatic Rough Party!! (Fullerene-) [Inspire].osu,['long_continuous_monotonic_ramp']
1852057,Toho-Assisted-Speedrun!!!,Camellia feat. Nanahira & Koko,Lunatic-Beyond-Faster!!!,pass,stepped_ramp,388.1795607531292,8,300.0,55.00000000000004,244.99999999999994,21.388,0.6323637126431659,7.999800000000007,18.0,0.3061224489795932,23,dataset/0/1852057/Camellia feat. Nanahira & Koko - Toho-Assisted-Speedrun!!! (FAMoss) [Lunatic-Beyond-Faster!!!].osu,['long_continuous_monotonic_ramp']
971561,Runengon,antiPLUR,Lenfried's Insane,pass,stepped_ramp,379.74291558888814,19,178.0000000000001,320.0,141.9999999999999,14.412,0.8419515350903439,0.9333,5.625,0.1056338028169071,18,dataset/0/971561/antiPLUR - Runengon (Raveille) [Lenfried's Insane].osu,['long_continuous_monotonic_ramp']
1719946,KillerToy,Camellia,Wind Up,pass,linear_ramp,360.72918444286944,19,180.0000000000002,340.0000000000002,160.00000000000003,21.252,0.9130997102538989,1.2056,6.346,0.15624999999999803,29,dataset/0/1719946/Camellia - KillerToy (Wildcard_Chase) [Wind Up].osu,['long_continuous_monotonic_ramp']
2224358,Seemannsliebe,Feuerschwanz,Seemannsgarn,pass,linear_ramp,340.94822064211985,19,128.0,243.9999999999993,115.99999999999929,24.758,0.9895634463196913,1.7311,1.865,0.13793103448275285,20,dataset/0/2224358/Feuerschwanz - Seemannsliebe (Carpihat) [Seemannsgarn].osu,['long_continuous_monotonic_ramp']
1377628,Take,Risshuu feat. Choko,Beyond,pass,stepped_ramp,324.404184862761,9,114.99999999999991,315.0000000000008,200.00000000000088,10.842,0.7592216923828301,2.5627999999999993,6.109,0.22499999999999942,28,dataset/0/1377628/Risshuu feat. Choko - Take (LNP-) [Beyond].osu,['long_continuous_monotonic_ramp']
1477789,"* Erm, could it be a Spatiotemporal ShockWAVE Syndrome...?",Camellia,YABAI,pass,linear_ramp,317.861832751962,10,329.99999999999966,121.00000000000007,208.9999999999996,7.648,0.9764489597178192,1.2276000000000005,2.91,0.421052631578948,30,"dataset/0/1477789/Camellia -  Erm, could it be a Spatiotemporal ShockWAVE Syndrome... (Dubstek) [Yabai].osu",['long_continuous_monotonic_ramp']
2139451,Poem of Rapture,Sakuzyo,Gedicht der Entrueckung // 4K,pass,stepped_ramp,310.1993046512279,13,316.90140845070476,42.88777698355968,274.0136314671451,6.369,0.6617222834714089,0.6541,0.665,0.3936519190053317,208,dataset/0/2139451/sakuzyo - Poem of Rapture (Carpihat) [Gedicht der Entrueckung  4K].osu,['long_continuous_monotonic_ramp']
243027,Yolomania Vol. 3A,Various,Detach M-Style - 300 [Wiosna] 17,pass,linear_ramp,308.9403784811152,16,150.0,300.0,150.0,110.337,0.9437203680094025,11.7176,12.8,0.06667085554647958,132,dataset/0/243027/Various - Yolomania Vol. 3A (Fullerene-) [Detach M-Style - 300 [Wiosna] 17].osu,['long_continuous_monotonic_ramp']
1558101,Hanshoku-ki (Cut Ver.),-.- --- .-. .- .. ..,Elekton's 4K Infatuation,pass,linear_ramp,289.3504530497843,19,152.00000000000006,38.000000000000064,114.0,7.07,0.9862963228745014,0.5945,0.725,0.10526315789473709,19,dataset/0/1558101/-.- --- .-. .- .. .. - Hanshoku-ki (Cut Ver.) (-mint-) [Elekton's 4K Infatuation].osu,['long_continuous_monotonic_ramp']
663258,The Mastermind,Mick Gordon,Brainstorm,pass,stepped_ramp,284.72912939589924,47,121.00000000000007,434.550000000001,313.5500000000009,29.645,0.7398319118558906,2.0665,5.799,0.7718067293892504,16,dataset/0/663258/Mick Gordon - The Mastermind (Pope Gadget) [Brainstorm].osu,['long_continuous_monotonic_ramp']
1587252,Apollo,TJ.hangneil,Classified,pass,linear_ramp,279.796699811557,8,200.0,338.9999999999998,138.99999999999977,13.521,0.9411738109167526,3.416,3.5,0.28776978417266236,13,dataset/0/1587252/TJ.hangneil - Apollo (Ryu Sei) [Classified].osu,['long_continuous_monotonic_ramp']
1569527,Purple Palace,SUPER MWC KART,Rainbow Road Revolution,pass,linear_ramp,278.06466511892967,8,259.9999999999997,120.0,139.99999999999972,16.657,0.9439346280887271,3.0384,3.096,0.21428571428571636,22,dataset/0/1569527/SUPER MWC KART - Purple Palace (-mint-) [Rainbow Road Revolution].osu,['long_continuous_monotonic_ramp']
303999,Dysnomia,Hermit,Tidek's 4K Monochrome,pass,stepped_ramp,272.30802432308957,25,100.0,254.9999999999998,154.9999999999998,31.913,0.8126881102102461,3.013,9.6,0.06451612903226109,60,dataset/0/303999/Hermit - Dysnomia (-Kamikaze-) [Tidek's 4K Monochrome].osu,['long_continuous_monotonic_ramp']
1462798,Your Soulmate -Undertale first anniversary medley-,hanzaki,Determination,pass,linear_ramp,272.0064130712151,16,194.9999999999998,340.0000000000002,145.00000000000043,9.838,0.8621422755676716,1.1587999999999998,2.461,0.10344827586206808,143,dataset/0/1462798/hanzaki - Your Soulmate -Undertale first anniversary medley- (FLeVI) [Determination].osu,['long_continuous_monotonic_ramp']
1388481,M1LLI0N PP,Camellia,12 MAN C011A8,pass,stepped_ramp,269.2164272282302,18,129.99999999999986,234.00000000000037,104.00000000000051,77.316,0.8334014751412984,7.018,7.384,0.1346153846153894,25,dataset/0/1388481/Camellia - M1LLI0N PP (DannyPX) [12 MAN C011A8].osu,['long_continuous_monotonic_ramp']
1867776,Waaa,Rish feat. Choko,:bring_everyone_together:,pass,stepped_ramp,263.5508389905932,8,200.0,30.0,170.0,10.475,0.5827828742690191,3.6000000000000023,7.2,0.29411764705882354,6,dataset/0/1867776/Rish feat. Choko - Waaa (YuEast 2018) [bring_everyone_together].osu,['long_continuous_monotonic_ramp']
1671903,Slluuddggee,Hommarju,hedoro (cursed),pass,linear_ramp,262.8068442665144,19,83.00000000000003,173.99999999999977,90.99999999999974,12.205,0.9400564068685766,1.2633,1.437,0.09890109890109934,19,dataset/0/1671903/Hommarju - slluuddggee (CrewK) [hedoro (cursed)].osu,['long_continuous_monotonic_ramp']
1946487,Slluuddggee,Hommarju,Slliimmee,pass,linear_ramp,262.80486180040435,19,83.00000000000003,173.99999999999977,90.99999999999974,12.204,0.9400442866589588,1.2633,1.437,0.09890109890109934,19,dataset/0/1946487/Hommarju - Slluuddggee (ShibePlanet) [Slliimmee].osu,['long_continuous_monotonic_ramp']
976366,Memoirs feat. Aitsuki Nakuru,tokiwa,Agy's 4K Reminiscence,pass,stepped_ramp,262.32755428989606,16,168.00000000000006,59.00000000000016,108.99999999999989,10.908,0.7938369239349004,1.4436,2.024,0.17431192660550437,36,dataset/0/976366/tokiwa - Memoirs feat. Aitsuki Nakuru (_Kobii) [Agy's 4K Reminiscence].osu,['long_continuous_monotonic_ramp']
867026,Konran Shoujo Soflan-chan!!,Camellia feat. Nanahira,GRAVITY,pass,linear_ramp,236.6703045069815,14,167.00000000000023,32.0,135.00000000000023,22.026,0.8900218569367081,2.93,6.101,0.3259259259259254,26,dataset/0/867026/Camellia feat. Nanahira - Konran Shoujo Soflan-chan!! (Jakads) [GRAVITY].osu,['long_continuous_monotonic_ramp']
911470,Adcar,Terminal 11,Challenge,pass,linear_ramp,224.1041728033718,17,235.199999830656,120.01999989274213,115.17999993791386,5.542,0.9876511330399831,0.446,0.483,0.10418475696605656,18,dataset/0/911470/Terminal 11 - Adcar (Gekido-) [Challenge].osu,['long_continuous_monotonic_ramp']
1078388,SSuuiikoott!!,dat file records,Funkot is God,pass,linear_ramp,213.10920878762673,8,160.0,265.00000000000074,105.00000000000074,17.471,0.944503789320037,2.8938,3.0,0.2095238095238124,11,dataset/0/1078388/dat file records - SSuuiikoott!! (Draftnell) [Funkot is God].osu,['long_continuous_monotonic_ramp']
2223694,ALTER EGO,Yuta Imai vs. Qlarabelle,Eternal,pass,stepped_ramp,199.329720210997,13,195.000195000195,102.0000510000255,93.0001440001695,11.311,0.6869271476178411,0.5418000000000001,6.768,0.1290294002118781,13,dataset/0/2223694/Yuta Imai vs. Qlarabelle - ALTER EGO (Murumoo) [Eternal].osu,['long_continuous_monotonic_ramp']
2056650,"Mugen Shitto Gekijou ""666""",ShinRa-Bansho,Jealousy Playhouse,pass,stepped_ramp,194.73365916104828,12,170.0000000000001,47.199999999999854,122.80000000000027,20.355,0.527141237916716,1.951,14.117,0.2850162866449497,54,dataset/0/2056650/ShinRa-Bansho - Mugen Shitto Gekijou 666 ([TCD] Murasss) [Jealousy Playhouse].osu,['long_continuous_monotonic_ramp']
1488593,To i,Kaoru feat. Kohaku,Seekin g,pass,linear_ramp,194.05359882481216,12,55.500000000000064,161.00000000000006,105.5,23.995,0.9470746330590191,2.4,5.393,0.3175355450236955,94,dataset/0/1488593/Kaoru feat. Kohaku - To i (AHHHHHHHHHHHHHH) [Seekin g].osu,['long_continuous_monotonic_ramp']
1301878,The Fool,Fleshgod Apocalypse,Tyrant,pass,linear_ramp,192.75148763647266,10,209.99999999999977,50.0,159.99999999999977,4.455,0.9281649394577927,0.8312,1.0,0.15624999999999925,10,dataset/0/1301878/Fleshgod Apocalypse - The Fool (Mipha-) [Tyrant].osu,['long_continuous_monotonic_ramp']
1645643,What You Really Want,garlagan,Desire (Expert),pass,stepped_ramp,177.94682121985582,10,222.00000000000026,122.00000000000014,100.00000000000011,19.589,0.7543387651188131,3.660000000000002,12.972,0.2200000000000023,17,dataset/0/1645643/garlagan - What You Really Want (epic man 2) [Desire (Expert)].osu,['long_continuous_monotonic_ramp']
1835578,Flash Me Back,Camellia,Temporal Anomaly,pass,stepped_ramp,176.52324292797394,11,173.99999999999977,89.99999999999996,83.99999999999982,14.018,0.7511859937036759,2.9420999999999995,4.311,0.17857142857143016,13,dataset/0/1835578/Camellia - Flash Me Back (ZirconEscalus) [Temporal Anomaly].osu,['long_continuous_monotonic_ramp']
2293949,Operation: Zenithfall,Camellia,Final Rhythm Showdown,pass,stepped_ramp,173.5546823256973,8,230.00000000000026,125.65,104.35000000000025,12.21,0.6613114757140424,3.9912000000000014,7.044,0.2874940105414488,8,dataset/0/2293949/Camellia - Operation Zenithfall ([TCD]SnowyCutie) [Final Rhythm Showdown].osu,['long_continuous_monotonic_ramp']
973932,THE MEDLEY OF POKEMON RGBY+GSC -3PBs-,hapi,Journey of a Lifetime,pass,stepped_ramp,168.46428974304396,23,179.0,95.0,84.0,30.953,0.784885908924672,2.768000000000002,4.235,0.27380952380952517,48,dataset/0/973932/hapi - THE MEDLEY OF POKEMON RGBY+GSC -3PBs- (Roasted Chicken) [Journey of a Lifetime].osu,['long_continuous_monotonic_ramp']
1242120,Grievous Lady -nothing is but what is not-,Team Grimoire vs. Laur,Disillusionment,pass,stepped_ramp,164.75204939317555,10,164.99999999999983,55.500000000000064,109.49999999999977,18.952,0.5755359130138049,3.6460000000000017,13.09,0.22831050228310537,22,dataset/0/1242120/Team Grimoire vs. Laur - Grievous Lady -nothing is but what is not- (Remilistrasza) [Disillusionment].osu,['long_continuous_monotonic_ramp']
1932508,Grievous Lady -nothing is but what is not-,Team Grimoire vs. Laur,Nihility,pass,stepped_ramp,164.75204939317555,10,164.99999999999983,55.500000000000064,109.49999999999977,18.952,0.5755359130138049,3.6460000000000017,13.09,0.22831050228310537,22,dataset/0/1932508/Team Grimoire vs. Laur - Grievous Lady -nothing is but what is not- (cherrychou) [Nihility].osu,['long_continuous_monotonic_ramp']
1397914,Seimeisen,ReoNa,Lifeline beyond the borderline,pass,stepped_ramp,161.50171091217788,8,170.0000000000001,72.00000000000003,98.00000000000009,11.937,0.5833774867313923,3.967800000000003,8.823,0.2040816326530625,8,dataset/0/1397914/ReoNa - Seimeisen (Hoto Cocoa) [Lifeline Beyond the Borderline].osu,['long_continuous_monotonic_ramp']
426638,I,LeaF,Limbo,pass,linear_ramp,153.4205872348265,9,200.0,280.0000000000004,80.0000000000004,7.46,0.9976381906126263,1.123,1.2,0.1250000000000065,12,dataset/0/426638/LeaF - I (Tidek) [Limbo].osu,['long_continuous_monotonic_ramp']
2105011,raputa (Game Ver.),sasakure.UK x TJ.hangneil,MASTER,pass,linear_ramp,153.13090826348866,11,230.00000000000026,338.9999999999998,108.99999999999952,13.338,0.9101805620838024,1.7702,1.826,0.20183486238532514,16,dataset/0/2105011/sasakure.UK x TJ.hangneil - raputa (Game Ver.) (DivineJudas) [MASTER].osu,['long_continuous_monotonic_ramp']
1802547,Thinker Walker Dreamer Scatter,Frums,Pest,pass,linear_ramp,150.22009415592572,9,259.9999999999997,375.0,115.00000000000028,20.502,0.8553607034480852,5.2943999999999996,5.475,0.21739130434782405,27,dataset/0/1802547/Frums - Thinker Walker Dreamer Scatter (Dubstek) [Pest].osu,['long_continuous_monotonic_ramp']
1771125,Lemuria,Festa,Atlantis,pass,curved_or_exponential_ramp,148.02285418372261,11,191.00000000000017,102.00000000000001,89.00000000000016,17.649,0.4488535327458215,4.8062,5.654,0.22471910112359864,8,dataset/0/1771125/Festa - Lemuria (ArtZone) [Atlantis].osu,['long_continuous_monotonic_ramp']
1620414,"Blastix Riotz (""Fullblast"" Long ver.)","Camellia as ""Bang Riot""",FIERCE RESOLUTION,pass,stepped_ramp,142.2989769186619,11,109.5,256.0,146.5,40.209,0.6115771053270467,9.389899999999997,15.005,0.6177474402730375,9,dataset/0/1620414/Camellia as Bang Riot - Blastix Riotz (Fullblast Long ver.) (Penguinosity) [FIERCE RESOLUTION].osu,['long_continuous_monotonic_ramp']
703004,Touhou Last Boss Rush!!,Senpi,Lunatic,pass,stepped_ramp,117.46749296840939,8,189.99999999999974,95.0,94.99999999999974,7.052,0.8498785939575426,2.498400000000002,5.046,0.42105263157894957,38,dataset/0/703004/Senpi - Touhou Last Boss Rush!! (RuberusuScarlet) [Lunatic].osu,['long_continuous_monotonic_ramp']
2155034,rosso (Live at Kyoto Concert Hall 2019.10.19),jizue,among rose blossoms,pass,linear_ramp,113.43407850592094,11,63.88400001199315,164.18499990352763,100.30099989153447,4.934,0.9769729585933217,0.6356999999999999,0.705,0.2000279161810723,532,dataset/0/2155034/jizue - rosso (Live at Kyoto Concert Hall 2019.10.19) (Paraxia) [among rose blossoms].osu,['long_continuous_monotonic_ramp']
1790685,Tiferet,xi feat. Sta,Extra,pass,linear_ramp,109.48540657772368,11,191.00000000000017,102.00000000000001,89.00000000000016,4.2,0.974060845671558,0.5372,0.638,0.22471910112359447,40,dataset/0/1790685/xi feat. Sta - Tiferet (gogozzzx) [Extra].osu,['long_continuous_monotonic_ramp']
631020,Peter on crack,FELE,this isn't rocket science,pass,linear_ramp,100.92071443972075,8,173.20000000000005,51.500000000000014,121.70000000000003,4.069,0.9170483830856101,0.8444,0.881,0.2793755135579289,31,dataset/0/631020/Fele - Peter on Crack (Jole) [this isn't rocket science].osu,['long_continuous_monotonic_ramp']
2301291,Carcelera - Reflejo Andaluz,Sabicas,de_inferno // Hard,pass,stepped_ramp,97.69869795418747,9,103.99999998613333,189.00000027405002,85.00000028791669,10.109,0.7958906072965555,2.1159,2.307,0.30588235139213393,109,dataset/0/2301291/Sabicas - Carcelera - Reflejo Andaluz (Atsumin) [de_inferno  Hard].osu,['tiny_run_inside_noisy_timing']
768338,Noborenai Sakamichi,monet,The Hill And The Sunflowers,pass,stepped_ramp,97.14627076366816,9,120.0,38.000000010133334,81.99999998986667,16.089,0.5005867740787217,4.186099999999999,10.169,0.4390243899640096,9,dataset/0/768338/monet - Noborenai Sakamichi (Herkkupala) [The Hill And The Sunflowers].osu,['long_continuous_monotonic_ramp']
1637454,Hageshi Konoyoru -Psylent Crazy Night-,aran & Kobaryo,Expert,pass,stepped_ramp,96.44089968923056,9,300.0,100.0,200.0,23.344,0.8291815677911082,9.9198,10.666,0.8249999999999993,10,dataset/0/1637454/aran & Kobaryo - Hageshi Konoyoru -Psylent Crazy Night- (Fawcro32) [Expert].osu,['long_continuous_monotonic_ramp']
2103722,IMPERIAL SMOKE TOWN,Ichiko Aoba,Hide her away - - Hide us away,pass,stepped_ramp,91.44460428571809,8,179.54799976077024,68.54209999434471,111.00589976642553,5.863,0.6126401983292478,1.4598000000000004,2.433,0.37978161450998504,661,dataset/0/2103722/Ichiko Aoba - IMPERIAL SMOKE TOWN (Disguise) [Hide her away - - Hide us away].osu,['tiny_run_inside_noisy_timing']
1878322,Swirls of the Stream,Yu-Peng Chen @HOYO-MiX,Glissumeru,pass,linear_ramp,69.47648960741562,10,162.00000000000017,324.00000000000034,162.00000000000017,43.145,0.8511122944235343,13.036200000000003,17.777,1.0,10,dataset/0/1878322/Yu-Peng Chen @HOYO-MiX - Swirls of the Stream (datoujia) [Glissumeru].osu,['long_continuous_monotonic_ramp']
2101873,Kurenai,X JAPAN,Crying in deep red,pass,stepped_ramp,43.92569333478839,8,65.49999999999986,155.83999997589675,90.33999997589689,10.137,0.8349870033678486,3.292200000000002,7.2,0.594343592275233,401,dataset/0/2101873/X JAPAN - Kurenai (Alptraum) [Crying in deep red].osu,['tiny_run_inside_noisy_timing']
1845223,Subete ga Maboroshi ni Natta Ato de,Camellia ChouKisouGengakutai,EXCEED,pass,stepped_ramp,34.833952024034176,9,158.0,66.0,92.0,22.316,0.7036406835978851,6.303,6.835,0.8586956521739131,7,dataset/0/1845223/Camellia ChouKisouGengakutai - Subete ga Maboroshi ni Natta Ato de (Lami-) [EXCEED].osu,['long_continuous_monotonic_ramp']
531751,Nisemono Chuuihou,B-ko (Cv:Touyama Nao),Xeo's Folle,borderline,linear_ramp,302.6082970431475,7,160.0,410.0000000000004,250.0000000000004,5.476,0.9910582029625603,1.295,1.5,0.23999999999999883,15,dataset/0/531751/B-ko (CvTouyama Nao) - Nisemono Chuuihou (Musty) [Xeo's Folle].osu,['ramp_like_but_weak_shape_or_spacing']
335798,Speed of Link,antiPLUR,Extra,borderline,linear_ramp,246.12214890508872,52,283.00017923344683,220.00022000022003,62.999959233226804,15.028,0.9991376286098956,0.488,0.848,0.047627849332002224,95,dataset/0/335798/antiPLUR - Speed of Link (Shoegazer) [Extra].osu,['ramp_like_but_weak_shape_or_spacing']
650554,Unorthodox Red,DJ Nanasaki,4K ExRed,borderline,linear_ramp,193.75621165973803,15,219.9999999999998,150.0,69.9999999999998,17.892,0.9972090815651025,2.7759,3.0,0.17142857142857476,15,dataset/0/650554/DJ Nanasaki - Unorthodox Red (ExNeko) [4K ExRed].osu,['ramp_like_but_weak_shape_or_spacing']
2045075,Shukufuku no shikisai wa omoi musubu kimitachi made,Yu-dachi,HEAVENLY,borderline,stepped_ramp,188.3096993972769,6,235.0000000000002,95.0,140.0000000000002,28.627,0.6066496803386806,13.6848,14.808,0.32142857142857056,9,dataset/0/2045075/Yu-dachi - Shukufuku no shikisai wa omoi musubu kimitachi made (ML-ysg) [HEAVENLY].osu,['ramp_like_but_weak_shape_or_spacing']
326337,Blood Sugar,Pendulum,4K Sanguine,borderline,linear_ramp,173.49555805976374,15,173.99999999999977,95.0,78.99999999999977,6.446,0.992359423038671,0.5736,0.827,0.15189873417721814,16,dataset/0/326337/Pendulum - Blood Sugar (Marirose) [4K Sanguine].osu,['ramp_like_but_weak_shape_or_spacing']
2255571,step by step,ABSOLUTE CASTAWAY,Brave For Your First Step,borderline,linear_ramp,169.66864613486604,15,129.99999999999986,208.00000000000034,78.00000000000048,6.646,0.9073159767916059,0.45870000000000005,1.846,0.0897435897435921,22,dataset/0/2255571/ABSOLUTE CASTAWAY - step by step (AelSan) [Brave For Your First Step].osu,['ramp_like_but_weak_shape_or_spacing']
2069893,Kumitate Koujou,TSUNKU,Assembly,borderline,linear_ramp,168.80108096962746,7,60.0,160.0,100.0,21.391,0.9439714445210133,8.727,12.0,0.36999999999999816,17,dataset/0/2069893/TSUNKU - Kumitate Koujou (HimitsuHiketsu) [Assembly].osu,['ramp_like_but_weak_shape_or_spacing']
1089407,Nacreous Snowmelt,Camellia,Pearlescence,borderline,linear_ramp,166.3575849461777,16,141.0,201.0000000000001,60.000000000000114,11.306,0.9913200514843785,0.8413999999999999,1.212,0.14999999999999544,26,dataset/0/1089407/Camellia - Nacreous Snowmelt (-mint-) [Pearlescence].osu,['ramp_like_but_weak_shape_or_spacing']
1687832,MATORYOSHKA,HACHI,Russian Matoryoshka,borderline,linear_ramp,159.87672720650025,7,209.99999999999977,289.9999999999999,80.00000000000011,14.059,0.9843891880991099,3.3285,4.571,0.25000000000000566,8,dataset/0/1687832/HACHI - MATORYOSHKA (keksikosu) [Russian Matoryoshka].osu,['ramp_like_but_weak_shape_or_spacing']
274111,Hours ft. Lady Leshurr & Paigey Cakey,SON OF KICK,Feru's HD,borderline,linear_ramp,155.83146293351078,23,195.94999999999987,266.0000000000001,70.05000000000024,24.942,0.9767127345251233,2.2704000000000004,2.449,0.10778015703068769,44,dataset/0/274111/SON OF KICK - Hours ft. Lady Leshurr & Paigey Cakey (Irreversible) [Feru's HD].osu,['ramp_like_but_weak_shape_or_spacing']
1070997,Yoake no Bell ga Naru,Yasuda Mizuho,Hard,borderline,linear_ramp,145.55144415682724,13,174.99999999999991,42.600000000000065,132.39999999999986,3.534,0.9644302128253107,0.3599,0.638,0.27190332326284006,15,dataset/0/1070997/Yasuda Mizuho - Yoake no Bell ga Naru (Riana) [Hard].osu,['ramp_like_but_weak_shape_or_spacing']
585435,Cartoon Candy,Kobaryo,Virtue's 4k Lollipop,borderline,linear_ramp,144.43799566614632,16,259.9999999999997,128.0,131.99999999999972,3.543,0.9924353281969962,0.2974,0.422,0.11363636363636087,26,dataset/0/585435/Kobaryo - Cartoon Candy (Charlotte) [Virtue's 4k Lollipop].osu,['ramp_like_but_weak_shape_or_spacing']
1398110,Ganbare! Kumoko-san no Thema (TV Size),Watashi (CV: Yuuki Aoi),Ganbare!,borderline,linear_ramp,140.65495344761837,8,123.30000000000001,189.99999999999974,66.69999999999973,12.779,0.9329042484681965,2.688600000000001,3.891,0.2248875562218942,12,dataset/0/1398110/Watashi (CV Yuuki Aoi) - Ganbare! Kumoko-san no Thema (TV Size) (Shirou) [Ganbare!].osu,['ramp_like_but_weak_shape_or_spacing']
639358,Aitakatta Sora,Minori Chihara,Hopes and Wishes,borderline,linear_ramp,134.5847447733827,7,158.99999999999991,43.34999999999997,115.64999999999995,5.303,0.8989429924402297,1.337,1.513,0.28534370946822296,24,dataset/0/639358/Minori Chihara - Aitakatta Sora (Raveille) [Hopes and Wishes].osu,['ramp_like_but_weak_shape_or_spacing']
1846644,Symphony Op.1 -CHAOS-,Laur,nsv,borderline,spiky_monotonic_run,132.26470379100533,93,222.99999999999966,500.0,277.00000000000034,36.297,0.41177533342479977,0.48,8.803,0.9025270758122732,29,dataset/0/1846644/Laur - Symphony Op.1 -CHAOS- (Tidek) [nsv].osu,['ramp_like_but_weak_shape_or_spacing']
